Label,Sentence
positive,He cherish books.
positive,It like art.
negative,We disdain exercise.
positive,I cherish sports.
positive,They enjoy exercise.
positive,You love coffee.
positive,We savor rain.
positive,Everyone admire cats.
positive,She savor coffee.
positive,We relish cats.
positive,I cherish movies.
positive,It cherish tea.
positive,We appreciate dogs.
negative,You resent movies.
positive,I love art.
negative,Nobody loathe art.
positive,He appreciate sports.
negative,We regret nature.
positive,We relish technology.
positive,It enjoy technology.
negative,You abhor rain.
negative,She dislike exercise.
positive,Someone enjoy science.
negative,They abhor exercise.
negative,Everyone regret sunshine.
positive,It admire nature.
positive,It relish exercise.
negative,They abhor science.
negative,Everyone dislike chocolate.
negative,I hate sunshine.
negative,Everyone despise books.
negative,It despise exercise.
positive,Everyone admire tea.
negative,You dislike tea.
positive,He like exercise.
negative,It loathe rain.
positive,Someone love science.
positive,Someone adore movies.
negative,Everyone despise rain.
negative,He resent food.
positive,He savor travel.
positive,You relish tea.
positive,I fancy sports.
positive,Someone love sunshine.
negative,You dread travel.
negative,Everyone abhor technology.
negative,It regret technology.
negative,You dislike technology.
negative,It regret nature.
positive,They relish work.
positive,Nobody relish movies.
negative,I regret cats.
negative,He resent art.
positive,She savor rain.
positive,Someone love fashion.
negative,I detest science.
negative,Nobody dislike sports.
negative,Someone dislike nature.
negative,He dread technology.
positive,I love books.
negative,She dread sunshine.
negative,She dislike sunshine.
negative,He abhor nature.
positive,Nobody cherish books.
negative,Everyone abhor movies.
negative,Everyone dislike tea.
negative,You despise movies.
positive,We relish food.
positive,I like technology.
negative,We detest tea.
negative,They hate work.
positive,We fancy cats.
negative,They dread nature.
negative,Everyone abhor tea.
positive,She adore nature.
negative,They resent movies.
negative,He dread work.
negative,It abhor coffee.
negative,Everyone regret movies.
positive,She admire science.
negative,Nobody regret sports.
positive,He appreciate technology.
positive,She appreciate chocolate.
positive,She cherish chocolate.
positive,Nobody cherish work.
negative,You hate art.
positive,He like nature.
positive,It appreciate sports.
negative,It disdain nature.
positive,Everyone fancy tea.
negative,I hate fashion.
positive,It love nature.
positive,They appreciate movies.
negative,She abhor books.
negative,We regret food.
negative,You disdain exercise.
negative,Nobody dread sunshine.
positive,Everyone appreciate rain.
negative,We detest art.
positive,She savor technology.
positive,It savor dogs.
negative,Nobody resent art.
negative,Nobody hate music.
negative,They abhor cats.
positive,We adore sunshine.
negative,He detest chocolate.
positive,Someone like dogs.
negative,You regret cats.
positive,Someone appreciate coffee.
negative,You loathe coffee.
positive,He relish fashion.
negative,She dread science.
negative,You loathe tea.
negative,You regret tea.
negative,You detest art.
negative,Someone regret cats.
negative,You despise art.
positive,Everyone fancy nature.
positive,They like travel.
negative,It regret science.
negative,She hate art.
positive,Everyone appreciate sports.
negative,We abhor chocolate.
positive,I savor books.
positive,We admire sunshine.
negative,We resent movies.
positive,I love chocolate.
negative,I regret chocolate.
negative,We hate chocolate.
negative,We detest exercise.
negative,He dread rain.
positive,He like work.
positive,You cherish cats.
negative,I hate rain.
positive,Everyone enjoy travel.
positive,We fancy tea.
negative,Everyone abhor sunshine.
negative,I abhor science.
positive,Nobody admire sunshine.
positive,Everyone love fashion.
positive,He savor books.
positive,They savor travel.
positive,You savor music.
negative,They abhor nature.
negative,It despise books.
negative,Someone regret nature.
negative,Someone dread exercise.
negative,He disdain food.
negative,Nobody loathe work.
negative,I dislike food.
negative,They regret coffee.
positive,We love cats.
negative,I abhor sunshine.
positive,They cherish travel.
negative,It loathe food.
positive,She fancy work.
negative,She abhor exercise.
negative,They disdain sports.
positive,You relish nature.
negative,Someone hate cats.
positive,Nobody enjoy science.
positive,He love exercise.
negative,I dread exercise.
negative,I despise rain.
positive,It enjoy exercise.
positive,Someone enjoy food.
negative,You hate work.
positive,She admire travel.
negative,They detest tea.
positive,It savor fashion.
negative,You abhor coffee.
positive,They fancy nature.
positive,They savor technology.
positive,He enjoy art.
negative,He despise work.
negative,Nobody abhor chocolate.
negative,Everyone dislike sunshine.
positive,Everyone admire travel.
negative,We dislike chocolate.
negative,She loathe coffee.
positive,Nobody savor exercise.
positive,Everyone enjoy fashion.
negative,You hate books.
positive,I love music.
negative,It loathe travel.
negative,Nobody abhor books.
positive,She enjoy dogs.
negative,Everyone loathe coffee.
negative,I abhor art.
positive,Nobody savor sports.
positive,I appreciate exercise.
negative,She disdain nature.
negative,He disdain rain.
positive,He admire coffee.
negative,It detest travel.
negative,Nobody detest music.
positive,She admire technology.
positive,Nobody enjoy cats.
negative,Everyone hate chocolate.
negative,Nobody resent music.
negative,It hate rain.
positive,They appreciate music.
positive,Someone admire tea.
negative,We detest music.
negative,It despise sunshine.
positive,Someone cherish food.
positive,I savor exercise.
positive,It love books.
positive,You savor exercise.
positive,I admire work.
negative,He loathe cats.
positive,She like fashion.
positive,We appreciate books.
negative,Someone regret music.
positive,They fancy coffee.
positive,I love movies.
positive,We like books.
positive,They love cats.
negative,We dislike exercise.
negative,I dislike fashion.
negative,Nobody detest chocolate.
positive,You appreciate fashion.
negative,I regret movies.
positive,We love science.
negative,Someone dislike music.
positive,We adore nature.
positive,I fancy nature.
positive,It admire coffee.
positive,He like movies.
positive,He savor technology.
negative,It dislike tea.
positive,Someone admire movies.
negative,You detest fashion.
positive,Nobody love books.
negative,I hate food.
positive,He love nature.
negative,We despise music.
positive,He admire movies.
negative,Someone abhor chocolate.
positive,They cherish rain.
negative,They abhor books.
positive,We appreciate travel.
negative,I despise coffee.
negative,Nobody dislike fashion.
negative,I dread movies.
negative,They disdain exercise.
negative,You dread tea.
positive,We admire cats.
positive,Everyone like technology.
positive,I like coffee.
negative,Someone dislike coffee.
positive,Someone savor tea.
positive,Nobody savor sunshine.
positive,She cherish technology.
negative,We despise rain.
negative,It disdain chocolate.
negative,Someone despise travel.
negative,Someone regret technology.
positive,Nobody adore music.
negative,It regret rain.
positive,I cherish cats.
negative,You hate travel.
negative,Nobody resent work.
negative,We loathe science.
negative,She regret travel.
negative,He dread dogs.
negative,She disdain books.
negative,I abhor sports.
positive,They cherish technology.
negative,We disdain sports.
negative,Everyone dislike technology.
negative,She hate technology.
negative,Nobody resent rain.
positive,Nobody like science.
negative,He resent chocolate.
negative,You loathe sunshine.
positive,We admire chocolate.
positive,You cherish rain.
positive,Someone admire sunshine.
negative,They hate exercise.
positive,Everyone cherish music.
negative,It resent coffee.
negative,Someone abhor cats.
negative,They hate travel.
positive,Someone love dogs.
positive,You like art.
negative,It hate movies.
positive,They love music.
negative,He loathe coffee.
positive,You adore technology.
negative,He dread science.
positive,Nobody relish work.
positive,They adore science.
positive,She enjoy travel.
negative,Someone resent movies.
negative,You regret coffee.
positive,Someone relish chocolate.
negative,He abhor chocolate.
negative,I abhor travel.
negative,You resent cats.
positive,He love chocolate.
positive,Someone enjoy music.
negative,She detest travel.
positive,He savor sports.
positive,You savor science.
negative,Someone regret movies.
positive,We fancy travel.
positive,He appreciate food.
positive,You cherish coffee.
positive,We enjoy work.
negative,She resent work.
positive,You like music.
positive,We admire art.
negative,They resent fashion.
negative,Someone detest nature.
negative,It detest sports.
positive,Everyone savor food.
positive,You like chocolate.
positive,We fancy food.
positive,You savor chocolate.
positive,They admire dogs.
negative,Nobody dread coffee.
negative,I loathe travel.
positive,It savor art.
positive,I adore cats.
negative,Everyone hate dogs.
positive,You enjoy sports.
negative,Someone resent books.
positive,We cherish travel.
negative,He despise coffee.
positive,She relish coffee.
positive,I relish tea.
positive,Someone love books.
negative,I abhor coffee.
negative,It disdain music.
negative,I regret music.
positive,She adore coffee.
negative,Someone loathe music.
positive,I fancy books.
negative,You dislike books.
positive,She appreciate books.
positive,We enjoy travel.
positive,She enjoy food.
negative,Nobody despise rain.
negative,It abhor dogs.
positive,She enjoy sports.
positive,Nobody relish dogs.
positive,We admire work.
positive,We enjoy cats.
negative,She dread exercise.
negative,Nobody regret art.
positive,They admire rain.
positive,I like fashion.
negative,We dread music.
negative,They disdain rain.
negative,He disdain exercise.
negative,Everyone resent science.
negative,You hate coffee.
positive,He admire food.
positive,Nobody appreciate coffee.
negative,She abhor sunshine.
positive,They like technology.
positive,Everyone love sports.
negative,I abhor tea.
negative,She resent rain.
positive,She admire art.
negative,I despise food.
positive,Nobody enjoy fashion.
negative,He loathe exercise.
negative,Someone dread music.
negative,Everyone dislike work.
positive,He cherish rain.
negative,Nobody abhor nature.
negative,He dislike sunshine.
negative,Someone abhor technology.
negative,Someone disdain cats.
negative,Nobody despise travel.
negative,Nobody hate science.
positive,Everyone love music.
positive,It relish movies.
negative,Nobody disdain food.
negative,It hate technology.
negative,Nobody disdain books.
negative,He loathe chocolate.
negative,I dislike rain.
negative,They despise music.
negative,It disdain technology.
positive,Everyone like travel.
positive,Someone fancy work.
negative,Someone disdain technology.
positive,You relish fashion.
negative,Everyone regret music.
positive,She enjoy work.
negative,We despise books.
negative,It detest dogs.
positive,I like sunshine.
negative,Nobody hate nature.
positive,You savor books.
negative,Someone disdain coffee.
positive,It cherish cats.
negative,Nobody dread technology.
positive,Someone fancy dogs.
negative,Everyone disdain movies.
positive,I adore art.
positive,Nobody savor books.
negative,We dread science.
negative,It regret sunshine.
positive,Nobody cherish chocolate.
negative,I detest exercise.
negative,Someone loathe movies.
negative,I disdain exercise.
positive,We like travel.
negative,Nobody disdain technology.
positive,She adore food.
negative,Nobody abhor exercise.
positive,Someone adore cats.
positive,They relish coffee.
positive,You fancy sports.
positive,I cherish science.
negative,I dislike cats.
negative,Nobody dread nature.
positive,I admire food.
positive,We love chocolate.
negative,We abhor books.
negative,He dread art.
positive,It adore travel.
positive,You relish art.
negative,It loathe science.
positive,I like nature.
positive,She appreciate tea.
negative,It resent rain.
positive,We appreciate exercise.
negative,Everyone resent music.
positive,Someone admire cats.
negative,He dislike sports.
negative,It abhor movies.
negative,I hate sports.
negative,You dislike travel.
negative,Someone despise technology.
positive,Everyone appreciate work.
positive,You appreciate cats.
negative,Everyone regret dogs.
positive,Someone adore coffee.
negative,Nobody resent science.
positive,Nobody enjoy art.
positive,You appreciate music.
positive,You admire technology.
positive,They enjoy rain.
negative,We hate sports.
positive,Nobody appreciate chocolate.
negative,We dread rain.
negative,Nobody hate exercise.
positive,You fancy food.
negative,I dislike science.
negative,Everyone dread technology.
positive,He like coffee.
negative,It dislike rain.
positive,They admire cats.
negative,Nobody despise technology.
positive,They adore technology.
positive,Nobody savor travel.
negative,I regret fashion.
negative,They hate dogs.
negative,Everyone abhor travel.
negative,It dread dogs.
negative,She loathe technology.
positive,It fancy food.
negative,They detest exercise.
negative,Everyone dread dogs.
negative,It hate sports.
positive,It admire fashion.
negative,He dislike chocolate.
negative,He detest music.
negative,You resent chocolate.
negative,Everyone resent chocolate.
negative,You dislike food.
positive,They enjoy movies.
negative,We resent fashion.
negative,You regret sunshine.
negative,She loathe sports.
negative,We abhor science.
negative,You dislike work.
negative,You abhor technology.
negative,She despise nature.
positive,Nobody adore nature.
positive,You relish rain.
negative,It dread technology.
positive,They relish tea.
positive,Everyone appreciate art.
negative,They detest art.
positive,Nobody admire sports.
negative,They hate chocolate.
positive,Everyone appreciate sunshine.
positive,Someone adore fashion.
negative,She loathe science.
positive,They enjoy books.
positive,They relish travel.
negative,Nobody dread music.
negative,They dislike nature.
negative,She resent fashion.
negative,I dread tea.
negative,He disdain dogs.
negative,Someone dread art.
negative,I resent books.
positive,You relish cats.
negative,They abhor music.
negative,I abhor music.
positive,Someone cherish work.
positive,She appreciate art.
positive,Someone like sunshine.
positive,Someone adore art.
negative,Nobody dislike movies.
positive,Everyone relish work.
positive,We adore science.
positive,We like exercise.
negative,It despise music.
positive,It appreciate cats.
positive,I fancy dogs.
positive,You adore coffee.
negative,She disdain coffee.
positive,Everyone savor dogs.
negative,They disdain nature.
positive,Nobody enjoy work.
negative,It abhor chocolate.
positive,We love music.
negative,Someone hate movies.
positive,I cherish nature.
positive,I enjoy fashion.
positive,He savor science.
positive,You enjoy coffee.
negative,Everyone resent exercise.
negative,We dread work.
positive,Nobody love sunshine.
negative,You abhor chocolate.
positive,I relish art.
positive,It relish art.
positive,I love sunshine.
negative,They dread dogs.
negative,She dread travel.
negative,She loathe dogs.
negative,Nobody hate chocolate.
positive,Someone appreciate food.
positive,She fancy nature.
positive,Everyone enjoy work.
negative,She resent dogs.
negative,We regret art.
negative,They abhor chocolate.
negative,He dread music.
negative,Someone regret chocolate.
positive,You appreciate technology.
positive,He relish art.
negative,Nobody disdain science.
negative,She abhor technology.
negative,He hate dogs.
negative,She abhor tea.
positive,He enjoy music.
negative,She dislike rain.
negative,You dread music.
positive,I appreciate travel.
positive,They appreciate travel.
positive,Nobody fancy cats.
negative,It dread fashion.
negative,They hate books.
negative,It resent food.
negative,You dislike sunshine.
positive,Nobody enjoy nature.
positive,He relish nature.
negative,She disdain food.
positive,He enjoy food.
negative,They dislike music.
negative,We hate art.
positive,He admire fashion.
positive,We enjoy sports.
negative,They despise food.
negative,She abhor travel.
negative,Someone regret dogs.
negative,Someone abhor travel.
negative,Someone hate rain.
negative,It hate work.
positive,He like music.
negative,It hate food.
positive,She admire rain.
positive,He admire sunshine.
negative,We regret sports.
positive,He appreciate sunshine.
negative,You disdain work.
negative,They loathe work.
negative,Everyone dislike books.
positive,You fancy science.
positive,Everyone savor coffee.
positive,Everyone adore movies.
negative,Everyone detest sports.
negative,We loathe travel.
negative,Someone dislike technology.
positive,They like art.
positive,We relish fashion.
positive,She love tea.
positive,Someone appreciate sports.
positive,She adore music.
negative,You resent sunshine.
positive,Nobody enjoy sports.
positive,We adore fashion.
negative,I despise art.
negative,They detest work.
positive,Someone savor cats.
negative,He abhor sunshine.
negative,Nobody disdain rain.
negative,He hate travel.
negative,Nobody dread movies.
positive,He appreciate fashion.
positive,They adore work.
negative,We regret exercise.
negative,She regret tea.
negative,He detest fashion.
positive,I relish fashion.
negative,It loathe tea.
positive,He enjoy cats.
negative,We resent rain.
positive,Everyone savor art.
negative,Nobody dislike coffee.
positive,I like art.
negative,They loathe coffee.
negative,I resent technology.
positive,He fancy fashion.
negative,It detest books.
negative,They regret books.
positive,She appreciate movies.
negative,They resent books.
negative,They loathe exercise.
positive,Everyone like food.
negative,It detest chocolate.
positive,We relish music.
negative,She hate food.
positive,We like technology.
positive,She enjoy movies.
positive,I cherish work.
negative,Nobody resent food.
positive,Someone savor books.
negative,Nobody despise work.
positive,Nobody love work.
positive,Nobody relish rain.
negative,I dislike art.
positive,We fancy movies.
negative,Someone despise art.
negative,She abhor rain.
negative,Everyone despise science.
negative,You detest books.
positive,Someone enjoy travel.
negative,He hate fashion.
positive,Nobody fancy rain.
positive,You cherish science.
negative,You disdain art.
negative,Someone regret work.
negative,Everyone regret sports.
negative,Everyone hate movies.
positive,She enjoy chocolate.
negative,Someone hate coffee.
positive,She appreciate exercise.
negative,They disdain movies.
positive,Someone savor fashion.
negative,He regret sunshine.
positive,It relish food.
positive,It enjoy dogs.
negative,I resent fashion.
negative,We dislike sports.
negative,It dread art.
positive,Someone cherish fashion.
negative,Nobody detest nature.
positive,We savor dogs.
positive,Nobody adore fashion.
negative,I dread dogs.
positive,You fancy tea.
negative,Someone detest fashion.
negative,He abhor fashion.
positive,Everyone love science.
negative,He dislike science.
negative,We abhor dogs.
negative,She despise cats.
positive,He love fashion.
negative,Everyone resent technology.
positive,They relish cats.
positive,It admire music.
negative,Everyone hate work.
negative,We dread sports.
positive,Nobody love movies.
negative,Someone abhor sunshine.
negative,I loathe coffee.
positive,We fancy fashion.
negative,It loathe coffee.
negative,They resent art.
positive,They adore art.
negative,Nobody hate cats.
positive,Someone enjoy coffee.
negative,He loathe nature.
negative,She hate fashion.
positive,Someone enjoy fashion.
positive,Nobody relish technology.
positive,They love science.
negative,I despise music.
negative,We abhor sports.
positive,He love coffee.
positive,You cherish dogs.
positive,She savor art.
positive,Everyone love cats.
negative,She dislike sports.
negative,Nobody detest exercise.
negative,I loathe dogs.
negative,We despise fashion.
negative,You hate music.
negative,They disdain dogs.
positive,You relish travel.
negative,It abhor work.
negative,Everyone loathe nature.
negative,I dread technology.
negative,I detest food.
positive,I cherish exercise.
positive,She relish books.
positive,They cherish coffee.
positive,It appreciate coffee.
negative,He detest sunshine.
negative,We despise exercise.
negative,Nobody detest travel.
negative,They despise coffee.
negative,He disdain chocolate.
positive,I savor rain.
negative,He resent music.
positive,Everyone savor chocolate.
negative,Someone despise movies.
positive,Someone admire music.
positive,Everyone enjoy science.
positive,Everyone admire technology.
positive,She savor fashion.
negative,She dread tea.
negative,Someone despise food.
positive,She cherish fashion.
negative,It despise tea.
negative,She disdain sunshine.
negative,They dislike travel.
negative,Nobody abhor art.
positive,They appreciate science.
positive,I adore tea.
negative,Someone abhor exercise.
negative,I disdain coffee.
positive,You admire nature.
negative,It hate fashion.
negative,I disdain chocolate.
negative,She dread technology.
negative,They regret cats.
negative,She resent coffee.
negative,I dislike dogs.
negative,Someone resent sports.
negative,Someone regret fashion.
positive,They enjoy cats.
positive,I cherish food.
positive,We like cats.
negative,I abhor dogs.
negative,He disdain sports.
positive,She love technology.
negative,We detest food.
negative,It disdain dogs.
positive,It admire movies.
positive,Nobody like music.
negative,Everyone disdain chocolate.
negative,You dislike sports.
positive,He enjoy sunshine.
negative,You hate chocolate.
negative,You dislike science.
positive,It adore work.
negative,Everyone despise sports.
negative,She dread work.
positive,She like travel.
negative,It despise coffee.
positive,He savor dogs.
positive,Someone admire exercise.
positive,We admire technology.
positive,It cherish sports.
positive,Everyone love art.
positive,You cherish art.
positive,Nobody like coffee.
negative,He resent dogs.
negative,You abhor music.
positive,Everyone relish coffee.
negative,Nobody despise movies.
positive,You savor coffee.
positive,Everyone savor exercise.
negative,You detest nature.
positive,Someone adore sunshine.
negative,Someone hate tea.
positive,I savor technology.
negative,He regret science.
negative,Everyone regret coffee.
positive,She love fashion.
negative,We dread travel.
positive,Nobody cherish technology.
negative,They dread exercise.
positive,Someone enjoy nature.
positive,Nobody cherish science.
negative,Nobody dislike chocolate.
negative,She detest food.
negative,She hate sunshine.
positive,She relish tea.
negative,He despise travel.
positive,Everyone fancy technology.
negative,Someone resent dogs.
negative,You resent rain.
negative,It resent music.
negative,Someone hate technology.
positive,He cherish cats.
negative,They dread sunshine.
negative,Everyone hate books.
positive,It admire dogs.
negative,Nobody disdain movies.
negative,Someone loathe dogs.
negative,We loathe exercise.
positive,Someone admire art.
positive,They love chocolate.
negative,We regret books.
positive,It appreciate chocolate.
negative,Everyone dislike cats.
positive,Everyone enjoy food.
positive,Someone fancy books.
positive,He savor nature.
negative,He regret fashion.
negative,She despise work.
positive,Everyone admire art.
positive,It admire technology.
negative,It despise nature.
positive,Nobody adore books.
positive,He like sunshine.
positive,She cherish sunshine.
positive,I admire cats.
negative,They despise books.
positive,I love tea.
negative,They despise exercise.
negative,I resent coffee.
negative,I despise chocolate.
negative,I abhor nature.
positive,We adore rain.
positive,I admire science.
negative,You despise sports.
negative,You despise cats.
positive,She admire chocolate.
negative,Someone hate music.
positive,Everyone love books.
negative,He despise rain.
positive,They admire coffee.
negative,They dread cats.
positive,Nobody love travel.
positive,We cherish food.
negative,We detest rain.
positive,We savor chocolate.
positive,Someone savor exercise.
positive,They enjoy music.
negative,It resent fashion.
negative,You regret books.
positive,She savor food.
negative,Someone dislike tea.
negative,He detest art.
positive,I savor coffee.
positive,It admire science.
positive,We love sunshine.
negative,Someone loathe technology.
negative,Everyone hate coffee.
positive,Nobody love food.
positive,I admire books.
negative,They abhor travel.
positive,They savor movies.
negative,Everyone despise travel.
positive,We enjoy technology.
negative,She disdain sports.
positive,Everyone adore nature.
positive,Nobody appreciate sunshine.
positive,You relish technology.
negative,They detest sunshine.
negative,It dislike sunshine.
negative,He disdain science.
positive,He love travel.
negative,Everyone loathe art.
positive,They adore rain.
positive,You appreciate work.
negative,You dread chocolate.
positive,Everyone admire science.
positive,Someone love tea.
negative,We dread cats.
positive,Nobody adore exercise.
positive,He appreciate dogs.
positive,I like travel.
negative,She regret food.
negative,You loathe books.
negative,I hate books.
negative,I loathe technology.
positive,Nobody enjoy food.
positive,He love cats.
positive,I like sports.
negative,It hate chocolate.
negative,Nobody regret nature.
positive,It enjoy science.
negative,We regret work.
positive,They adore chocolate.
negative,Everyone loathe science.
negative,It hate exercise.
positive,They fancy food.
negative,Someone regret art.
positive,You enjoy dogs.
negative,It detest tea.
positive,I admire coffee.
negative,Everyone abhor chocolate.
negative,It abhor sunshine.
positive,It cherish art.
positive,They admire work.
negative,Someone dislike movies.
positive,Nobody love technology.
positive,They enjoy sports.
positive,Nobody like art.
positive,Someone enjoy tea.
positive,I appreciate sunshine.
positive,Someone appreciate work.
positive,I appreciate movies.
positive,They savor coffee.
negative,Everyone dread science.
positive,You appreciate art.
negative,He dread books.
positive,We relish rain.
negative,They despise chocolate.
positive,He adore technology.
positive,Someone relish movies.
negative,We abhor coffee.
negative,You disdain rain.
positive,We savor fashion.
positive,It enjoy cats.
positive,It fancy coffee.
negative,You regret art.
positive,He love technology.
negative,He resent sunshine.
positive,Everyone admire rain.
negative,Nobody detest rain.
positive,Nobody appreciate music.
negative,They regret art.
positive,It love technology.
negative,Nobody dislike dogs.
positive,Everyone savor travel.
negative,Someone hate books.
positive,You adore sports.
positive,I like rain.
positive,You relish chocolate.
positive,She appreciate work.
positive,Everyone like art.
positive,I adore sports.
negative,He hate exercise.
negative,You abhor movies.
negative,They regret exercise.
negative,Someone abhor work.
positive,They love work.
positive,Everyone relish tea.
negative,Everyone abhor music.
positive,Nobody admire tea.
positive,He cherish exercise.
positive,Everyone like nature.
positive,He enjoy science.
positive,Someone adore dogs.
positive,We love tea.
positive,Everyone appreciate dogs.
positive,Nobody enjoy books.
negative,She disdain music.
negative,She abhor movies.
negative,I regret coffee.
positive,Everyone like sunshine.
positive,She enjoy sunshine.
positive,She adore tea.
positive,It fancy exercise.
positive,They admire fashion.
negative,Nobody hate fashion.
negative,Someone detest music.
negative,It dislike technology.
positive,We enjoy music.
negative,We despise travel.
positive,I savor movies.
positive,He adore coffee.
negative,I dread cats.
negative,You detest work.
positive,I savor science.
negative,They dislike art.
positive,It relish sunshine.
positive,I adore technology.
negative,I detest art.
positive,You enjoy work.
positive,You love sports.
positive,I relish rain.
negative,Nobody disdain art.
negative,I detest travel.
negative,We despise technology.
positive,Everyone savor cats.
negative,You dislike exercise.
positive,He cherish sports.
negative,She dread nature.
negative,She detest coffee.
positive,She enjoy nature.
negative,It resent sports.
negative,She resent tea.
positive,They appreciate rain.
negative,It dread travel.
positive,Everyone appreciate tea.
positive,You appreciate travel.
positive,You love exercise.
negative,We despise tea.
positive,They enjoy nature.
negative,They loathe technology.
negative,They disdain fashion.
negative,She dislike cats.
negative,I despise sports.
negative,Someone disdain movies.
positive,We cherish rain.
positive,Nobody love science.
negative,They loathe books.
negative,It dislike art.
positive,We cherish sports.
negative,We dislike dogs.
negative,Everyone dread cats.
negative,I abhor books.
positive,Everyone adore exercise.
positive,We like music.
negative,She detest science.
positive,It admire travel.
positive,He like technology.
negative,Nobody loathe tea.
positive,I appreciate dogs.
positive,They fancy technology.
negative,Someone disdain travel.
positive,They like rain.
positive,She relish sunshine.
negative,I detest dogs.
positive,Someone adore rain.
negative,Someone hate work.
negative,Someone loathe sports.
negative,Nobody regret music.
positive,They relish exercise.
positive,You appreciate science.
positive,He savor movies.
negative,She dread food.
positive,I savor music.
positive,He savor exercise.
negative,Everyone regret books.
positive,She admire exercise.
negative,We dislike nature.
positive,You adore music.
positive,She admire sunshine.
negative,Nobody regret cats.
negative,Nobody loathe rain.
positive,Someone relish nature.
positive,We adore dogs.
negative,She regret art.
negative,You resent travel.
positive,They adore fashion.
negative,She resent sports.
negative,We abhor fashion.
positive,He adore books.
negative,Someone detest tea.
positive,It appreciate exercise.
positive,She like chocolate.
negative,Everyone disdain technology.
positive,We admire books.
positive,They savor books.
positive,Someone adore nature.
positive,It adore dogs.
negative,They abhor technology.
positive,You enjoy chocolate.
negative,Everyone detest cats.
negative,Everyone abhor art.
negative,I dislike movies.
negative,You abhor work.
positive,She cherish work.
negative,We abhor sunshine.
positive,He enjoy work.
positive,She enjoy coffee.
positive,Someone fancy tea.
negative,They despise rain.
positive,It savor travel.
negative,She hate tea.
positive,Someone cherish science.
positive,They savor sunshine.
positive,It love fashion.
negative,Someone disdain work.
negative,Everyone resent nature.
positive,Someone cherish movies.
positive,Everyone adore dogs.
negative,They detest dogs.
negative,He abhor movies.
negative,I dread coffee.
negative,Nobody regret exercise.
negative,You hate nature.
negative,We despise art.
positive,He relish dogs.
positive,It appreciate technology.
positive,I enjoy art.
positive,It savor rain.
negative,You disdain fashion.
positive,Nobody enjoy technology.
negative,Someone dislike work.
negative,Someone dread movies.
positive,She adore fashion.
positive,They adore nature.
negative,He loathe music.
negative,I detest cats.
negative,It disdain books.
negative,They despise art.
positive,They admire exercise.
positive,We savor cats.
positive,Nobody love chocolate.
negative,They resent dogs.
negative,He dislike art.
negative,We abhor food.
negative,He despise tea.
positive,We cherish coffee.
positive,We admire science.
positive,He adore exercise.
negative,He despise food.
positive,He adore sunshine.
negative,She detest art.
positive,It like rain.
positive,I cherish travel.
negative,We resent sunshine.
negative,They hate science.
negative,You despise food.
positive,You admire rain.
negative,It abhor cats.
negative,You resent books.
negative,She dread movies.
positive,You appreciate rain.
positive,It like food.
negative,Nobody abhor cats.
negative,You dread science.
positive,I enjoy work.
positive,It like chocolate.
positive,We love movies.
negative,He regret food.
negative,Nobody dislike nature.
negative,Someone hate art.
positive,Someone like sports.
negative,He dread fashion.
positive,You love work.
positive,I enjoy coffee.
positive,Someone cherish rain.
positive,Everyone fancy music.
negative,Nobody dread art.
positive,Someone fancy nature.
negative,Everyone disdain art.
negative,You disdain nature.
positive,I admire exercise.
negative,I loathe science.
positive,Nobody admire coffee.
negative,Nobody loathe cats.
negative,You disdain travel.
positive,It relish work.
positive,I savor tea.
positive,Everyone fancy work.
positive,She savor books.
positive,Everyone relish sunshine.
positive,They fancy science.
positive,It love music.
negative,Nobody disdain dogs.
positive,Nobody appreciate cats.
negative,It resent books.
negative,It disdain sunshine.
positive,I fancy tea.
negative,They loathe fashion.
negative,We abhor cats.
positive,I adore dogs.
negative,I loathe chocolate.
negative,It despise food.
negative,Nobody resent movies.
negative,It regret travel.
positive,Nobody adore coffee.
positive,Nobody relish exercise.
positive,It appreciate movies.
negative,I despise travel.
negative,I despise exercise.
positive,It like music.
negative,Everyone abhor science.
negative,He dread tea.
negative,I abhor cats.
negative,He detest books.
positive,Someone adore work.
positive,She savor tea.
negative,He disdain work.
negative,You detest coffee.
negative,Someone detest food.
positive,It fancy travel.
positive,Someone love rain.
positive,Nobody cherish dogs.
positive,She appreciate fashion.
positive,They love fashion.
positive,We adore tea.
positive,Someone admire sports.
negative,Nobody loathe technology.
positive,I cherish books.
positive,Everyone cherish exercise.
positive,Nobody cherish sports.
negative,You regret music.
negative,We abhor art.
positive,They relish sunshine.
positive,They cherish exercise.
positive,She appreciate nature.
positive,It savor exercise.
positive,She appreciate food.
negative,We detest fashion.
positive,She appreciate cats.
positive,Everyone fancy dogs.
negative,I disdain movies.
negative,It despise cats.
positive,I cherish tea.
positive,It relish technology.
negative,Nobody regret sunshine.
negative,She dislike dogs.
negative,It despise dogs.
positive,I like chocolate.
positive,They enjoy food.
positive,Nobody like cats.
positive,They relish chocolate.
positive,Everyone admire exercise.
negative,Everyone loathe movies.
positive,It relish science.
positive,I like exercise.
negative,Nobody detest sunshine.
negative,We abhor exercise.
positive,Everyone enjoy exercise.
negative,She resent exercise.
negative,Someone disdain exercise.
positive,Someone relish dogs.
positive,Everyone adore music.
positive,I savor sports.
negative,She despise coffee.
positive,She relish movies.
negative,We detest science.
negative,I dread travel.
negative,They disdain cats.
negative,They detest chocolate.
negative,She regret coffee.
