Label,Sentence
Animal,I dream of dolphins.
Animal,I dream of sharks.
Animal,I dream of rabbits.
Animal,I dream of deer.
Animal,I dream of frogs.
Animal,I dream of snakes.
Animal,I dream of lizards.
Animal,I dream of fish.
Animal,I dream of whales.
Animal,I dream of penguins.
Animal,I dream of bees.
Animal,I dream of ants.
Animal,I dream of butterflies.
Animal,I dream of turtles.
Animal,I dream of owls.
Animal,I dream of squirrels.
Animal,I dream of foxes.
Animal,I dream of leopards.
Animal,I dream of kangaroos.
Animal,I dream of zebras.
Animal,I dream of rhinoceros.
Animal,I dream of hippos.
Animal,I dream of cheetahs.
Animal,I dream of gorillas.
Animal,I dream of monkeys.
Animal,I dream of parrots.
Animal,I dream of crocodiles.
Animal,I dream of alligators.
Animal,I dream of eagles.
Animal,I dream of stallions.
Animal,I dream of pigeons.
Animal,I dream of turkeys.
Animal,I dream of chickens.
Animal,I dream of horses.
Animal,I dream of rats.
Animal,I dream of mice.
Animal,I dream of moths.
Animal,I dream of otters.
Animal,I dream of octopuses.
Animal,I dream of crabs.
Animal,I dream of starfish.
Animal,I dream of jellyfish.
Animal,I dream of seahorses.
Animal,I dream of salamanders.
Animal,I dream of cicadas.
Animal,I dream of locusts.
Animal,I dream of spiders.
Animal,I dream of cows.
Animal,I dream of pigs.
Animal,I dream of goats.
Animal,I dream of sheep.
Animal,I dream of donkeys.
Animal,I dream of mules.
Animal,I dream of buffalos.
Animal,I dream of hedgehogs.
Animal,I dream of porcupines.
Animal,I dream of raccoons.
Animal,I dream of kookaburras.
Animal,I dream of magpies.
Animal,I dream of roosters.
Animal,I dream of falcons.
Animal,I dream of caribou.
Animal,I dream of elk.
Animal,I dream of moose.
Animal,I dream of lynxes.
Animal,I dream of ostriches.
Animal,I dream of peacocks.
Animal,I dream of swans.
Animal,I dream of geese.
Animal,I dream of ducks.
Animal,I dream of bison.
Animal,I dream of chameleons.
Animal,I dream of cobras.
Animal,I dream of vultures.
Animal,I dream of hawks.
Animal,I dream of skunks.
Animal,I dream of weasels.
Animal,I dream of walruses.
Animal,I dream of seals.
Animal,I dream of narwhals.
Animal,I dream of platypuses.
Animal,I dream of echidnas.
Animal,I dream of dingoes.
Animal,I dream of hyenas.
Animal,I dream of jaguars.
Animal,I dream of panthersibex.
Animal,I dream of lemurs.
Animal,I dream of marmots.
Animal,I dream of orioles.
Animal,I dream of quails.
Animal,I dream of axolotl.
Animal,I hope for cats.
Animal,I hope for dogs.
Animal,I hope for elephants.
Animal,I hope for tigers.
Animal,I hope for birds.
Animal,I hope for lions.
Animal,I hope for giraffes.
Animal,I hope for bears.
Animal,I hope for wolves.
Animal,I hope for dolphins.
Animal,I hope for sharks.
Animal,I hope for rabbits.
Animal,I hope for deer.
Animal,I hope for frogs.
Animal,I hope for snakes.
Animal,I hope for lizards.
Animal,I hope for fish.
Animal,I hope for whales.
Animal,I hope for penguins.
Animal,I hope for bees.
Animal,I hope for ants.
Animal,I hope for butterflies.
Animal,I hope for turtles.
Animal,I hope for owls.
Animal,I hope for squirrels.
Animal,I hope for foxes.
Animal,I hope for leopards.
Animal,I hope for kangaroos.
Animal,I hope for zebras.
Animal,I hope for rhinoceros.
Animal,I hope for hippos.
Animal,I hope for cheetahs.
Animal,I hope for gorillas.
Animal,I hope for monkeys.
Animal,I hope for parrots.
Animal,I hope for crocodiles.
Animal,I hope for alligators.
Animal,I hope for eagles.
Animal,I hope for stallions.
Animal,I hope for pigeons.
Animal,I hope for turkeys.
Animal,I hope for chickens.
Animal,I hope for horses.
Animal,I hope for rats.
Animal,I hope for mice.
Animal,I hope for moths.
Animal,I hope for otters.
Animal,I hope for octopuses.
Animal,I hope for crabs.
Animal,I hope for starfish.
Animal,I hope for jellyfish.
Animal,I hope for seahorses.
Animal,I hope for salamanders.
Animal,I hope for cicadas.
Animal,I hope for locusts.
Animal,I hope for spiders.
Animal,I hope for cows.
Animal,I hope for pigs.
Animal,I hope for goats.
Animal,I hope for sheep.
Animal,I hope for donkeys.
Animal,I hope for mules.
Animal,I hope for buffalos.
Animal,I hope for hedgehogs.
Animal,I hope for porcupines.
Animal,I hope for raccoons.
Animal,I hope for kookaburras.
Animal,I hope for magpies.
Animal,I hope for roosters.
Animal,I hope for falcons.
Animal,I hope for caribou.
Animal,I hope for elk.
Animal,I hope for moose.
Animal,I hope for lynxes.
Animal,I hope for ostriches.
Animal,I hope for peacocks.
Animal,I hope for swans.
Animal,I hope for geese.
Animal,I hope for ducks.
Animal,I hope for bison.
Animal,I hope for chameleons.
Animal,I hope for cobras.
Animal,I hope for vultures.
Animal,I hope for hawks.
Animal,I hope for skunks.
Animal,I hope for weasels.
Animal,I hope for walruses.
Animal,I hope for seals.
Animal,I hope for narwhals.
Animal,I hope for platypuses.
Animal,I hope for echidnas.
Animal,I hope for dingoes.
Animal,I hope for hyenas.
Animal,I hope for jaguars.
Animal,I hope for panthersibex.
Animal,I hope for lemurs.
Animal,I hope for marmots.
Animal,I hope for orioles.
Animal,I hope for quails.
Animal,I hope for axolotl.
Animal,I aim for cats.
Animal,I aim for dogs.
Animal,I aim for elephants.
Animal,I aim for tigers.
Animal,I aim for birds.
Animal,I aim for lions.
Animal,I aim for giraffes.
Animal,I aim for bears.
Animal,I aim for wolves.
Animal,I aim for dolphins.
Animal,I aim for sharks.
Animal,I aim for rabbits.
Animal,I aim for deer.
Animal,I aim for frogs.
Animal,I aim for snakes.
Animal,I aim for lizards.
Animal,I aim for fish.
Animal,I aim for whales.
Animal,I aim for penguins.
Animal,I aim for bees.
Animal,I aim for ants.
Animal,I aim for butterflies.
Animal,I aim for turtles.
Animal,I aim for owls.
Animal,I aim for squirrels.
Animal,I aim for foxes.
Animal,I aim for leopards.
Animal,I aim for kangaroos.
Animal,I aim for zebras.
Animal,I aim for rhinoceros.
Animal,I aim for hippos.
Animal,I aim for cheetahs.
Animal,I aim for gorillas.
Animal,I aim for monkeys.
Animal,I aim for parrots.
Animal,I aim for crocodiles.
Animal,I aim for alligators.
Animal,I aim for eagles.
Animal,I aim for stallions.
Animal,I aim for pigeons.
Animal,I aim for turkeys.
Animal,I aim for chickens.
Animal,I aim for horses.
Animal,I aim for rats.
Animal,I aim for mice.
Animal,I aim for moths.
Animal,I aim for otters.
Animal,I aim for octopuses.
Animal,I aim for crabs.
Animal,I aim for starfish.
Animal,I aim for jellyfish.
Animal,I aim for seahorses.
Animal,I aim for salamanders.
Animal,I aim for cicadas.
Animal,I aim for locusts.
Animal,I aim for spiders.
Animal,I aim for cows.
Animal,I aim for pigs.
Animal,I aim for goats.
Animal,I aim for sheep.
Animal,I aim for donkeys.
Animal,I aim for mules.
Animal,I aim for buffalos.
Animal,I aim for hedgehogs.
Animal,I aim for porcupines.
Animal,I aim for raccoons.
Animal,I aim for kookaburras.
Animal,I aim for magpies.
Animal,I aim for roosters.
Animal,I aim for falcons.
Animal,I aim for caribou.
Animal,I aim for elk.
Animal,I aim for moose.
Animal,I aim for lynxes.
Animal,I aim for ostriches.
Animal,I aim for peacocks.
Animal,I aim for swans.
Animal,I aim for geese.
Animal,I aim for ducks.
Animal,I aim for bison.
Animal,I aim for chameleons.
Animal,I aim for cobras.
Animal,I aim for vultures.
Animal,I aim for hawks.
Animal,I aim for skunks.
Animal,I aim for weasels.
Animal,I aim for walruses.
Animal,I aim for seals.
Animal,I aim for narwhals.
Animal,I aim for platypuses.
Animal,I aim for echidnas.
Animal,I aim for dingoes.
Animal,I aim for hyenas.
Animal,I aim for jaguars.
Animal,I aim for panthersibex.
Animal,I aim for lemurs.
Animal,I aim for marmots.
Animal,I aim for orioles.
Animal,I aim for quails.
Animal,I aim for axolotl.
Animal,I look for cats.
Animal,I look for dogs.
Animal,I look for elephants.
Animal,I look for tigers.
Animal,I look for birds.
Animal,I look for lions.
Animal,I look for giraffes.
Animal,I look for bears.
Animal,I look for wolves.
Animal,I look for dolphins.
Animal,I look for sharks.
Animal,I look for rabbits.
Animal,I look for deer.
Animal,I look for frogs.
Animal,I look for snakes.
Animal,I look for lizards.
Animal,I look for fish.
Animal,I look for whales.
Animal,I look for penguins.
Animal,I look for bees.
Animal,I look for ants.
Animal,I look for butterflies.
Animal,I look for turtles.
Animal,I look for owls.
Animal,I look for squirrels.
Animal,I look for foxes.
Animal,I look for leopards.
Animal,I look for kangaroos.
Animal,I look for zebras.
Animal,I look for rhinoceros.
Animal,I look for hippos.
Animal,I look for cheetahs.
Animal,I look for gorillas.
Animal,I look for monkeys.
Animal,I look for parrots.
Animal,I look for crocodiles.
Animal,I look for alligators.
Animal,I look for eagles.
Animal,I look for stallions.
Animal,I look for pigeons.
Animal,I look for turkeys.
Animal,I look for chickens.
Animal,I look for horses.
Animal,I look for rats.
Animal,I look for mice.
Animal,I look for moths.
Animal,I look for otters.
Animal,I look for octopuses.
Animal,I look for crabs.
Animal,I look for starfish.
Animal,I look for jellyfish.
Animal,I look for seahorses.
Animal,I look for salamanders.
Animal,I look for cicadas.
Animal,I look for locusts.
Animal,I look for spiders.
Animal,I look for cows.
Animal,I look for pigs.
Animal,I look for goats.
Animal,I look for sheep.
Animal,I look for donkeys.
Animal,I look for mules.
Animal,I look for buffalos.
Animal,I look for hedgehogs.
Animal,I look for porcupines.
Animal,I look for raccoons.
Animal,I look for kookaburras.
Animal,I look for magpies.
Animal,I look for roosters.
Animal,I look for falcons.
Animal,I look for caribou.
Animal,I look for elk.
Animal,I look for moose.
Animal,I look for lynxes.
Animal,I look for ostriches.
Animal,I look for peacocks.
Animal,I look for swans.
Animal,I look for geese.
Animal,I look for ducks.
Animal,I look for bison.
Animal,I look for chameleons.
Animal,I look for cobras.
Animal,I look for vultures.
Animal,I look for hawks.
Animal,I look for skunks.
Animal,I look for weasels.
Animal,I look for walruses.
Animal,I look for seals.
Animal,I look for narwhals.
Animal,I look for platypuses.
Animal,I look for echidnas.
Animal,I look for dingoes.
Animal,I look for hyenas.
Animal,I look for jaguars.
Animal,I look for panthersibex.
Animal,I look for lemurs.
Animal,I look for marmots.
Animal,I look for orioles.
Animal,I look for quails.
Animal,I look for axolotl.
Animal,I strive for cats.
Animal,I strive for dogs.
Animal,I strive for elephants.
Animal,I strive for tigers.
Animal,I strive for birds.
Animal,I strive for lions.
Animal,I strive for giraffes.
Animal,I strive for bears.
Animal,I strive for wolves.
Animal,I strive for dolphins.
Animal,I strive for sharks.
Animal,I strive for rabbits.
Animal,I strive for deer.
Animal,I strive for frogs.
Animal,I strive for snakes.
Animal,I strive for lizards.
Animal,I strive for fish.
Animal,I strive for whales.
Animal,I strive for penguins.
Animal,I strive for bees.
Animal,I strive for ants.
Animal,I strive for butterflies.
Animal,I strive for turtles.
Animal,I strive for owls.
Animal,I strive for squirrels.
Animal,I strive for foxes.
Animal,I strive for leopards.
Animal,I strive for kangaroos.
Animal,I strive for zebras.
Animal,I strive for rhinoceros.
Animal,I strive for hippos.
Animal,I strive for cheetahs.
Animal,I strive for gorillas.
Animal,I strive for monkeys.
Animal,I strive for parrots.
Animal,I strive for crocodiles.
Animal,I strive for alligators.
Animal,I strive for eagles.
Animal,I strive for stallions.
Animal,I strive for pigeons.
Animal,I strive for turkeys.
Animal,I strive for chickens.
Animal,I strive for horses.
Animal,I strive for rats.
Animal,I strive for mice.
Animal,I strive for moths.
Animal,I strive for otters.
Animal,I strive for octopuses.
Animal,I strive for crabs.
Animal,I strive for starfish.
Animal,I strive for jellyfish.
Animal,I strive for seahorses.
Animal,I strive for salamanders.
Animal,I strive for cicadas.
Animal,I strive for locusts.
Animal,I strive for spiders.
Animal,I strive for cows.
Animal,I strive for pigs.
Animal,I strive for goats.
Animal,I strive for sheep.
Animal,I strive for donkeys.
Animal,I strive for mules.
Animal,I strive for buffalos.
Animal,I strive for hedgehogs.
Animal,I strive for porcupines.
Animal,I strive for raccoons.
Animal,I strive for kookaburras.
Animal,I strive for magpies.
Animal,I strive for roosters.
Animal,I strive for falcons.
Animal,I strive for caribou.
Animal,I strive for elk.
Animal,I strive for moose.
Animal,I strive for lynxes.
Animal,I strive for ostriches.
Animal,I strive for peacocks.
Animal,I strive for swans.
Animal,I strive for geese.
Animal,I strive for ducks.
Animal,I strive for bison.
Animal,I strive for chameleons.
Animal,I strive for cobras.
Animal,I strive for vultures.
Animal,I strive for hawks.
Animal,I strive for skunks.
Animal,I strive for weasels.
Animal,I strive for walruses.
Animal,I strive for seals.
Animal,I strive for narwhals.
Animal,I strive for platypuses.
Animal,I strive for echidnas.
Animal,I strive for dingoes.
Animal,I strive for hyenas.
Animal,I strive for jaguars.
Animal,I strive for panthersibex.
Animal,I strive for lemurs.
Animal,I strive for marmots.
Animal,I strive for orioles.
Animal,I strive for quails.
Animal,I strive for axolotl.
Animal,I ask for cats.
Animal,I ask for dogs.
Animal,I ask for elephants.
Animal,I ask for tigers.
Animal,I ask for birds.
Animal,I ask for lions.
Animal,I ask for giraffes.
Animal,I ask for bears.
Animal,I ask for wolves.
Animal,I ask for dolphins.
Animal,I ask for sharks.
Animal,I ask for rabbits.
Animal,I ask for deer.
Animal,I ask for frogs.
Animal,I ask for snakes.
Animal,I ask for lizards.
Animal,I ask for fish.
Animal,I ask for whales.
Animal,I ask for penguins.
Animal,I ask for bees.
Animal,I ask for ants.
Animal,I ask for butterflies.
Animal,I ask for turtles.
Animal,I ask for owls.
Animal,I ask for squirrels.
Animal,I ask for foxes.
Animal,I ask for leopards.
Animal,I ask for kangaroos.
Animal,I ask for zebras.
Animal,I ask for rhinoceros.
Animal,I ask for hippos.
Animal,I ask for cheetahs.
Animal,I ask for gorillas.
Animal,I ask for monkeys.
Animal,I ask for parrots.
Animal,I ask for crocodiles.
Animal,I ask for alligators.
Animal,I ask for eagles.
Animal,I ask for stallions.
Animal,I ask for pigeons.
Animal,I ask for turkeys.
Animal,I ask for chickens.
Animal,I ask for horses.
Animal,I ask for rats.
Animal,I ask for mice.
Animal,I ask for moths.
Animal,I ask for otters.
Animal,I ask for octopuses.
Animal,I ask for crabs.
Animal,I ask for starfish.
Animal,I ask for jellyfish.
Animal,I ask for seahorses.
Animal,I ask for salamanders.
Animal,I ask for cicadas.
Animal,I ask for locusts.
Animal,I ask for spiders.
Animal,I ask for cows.
Animal,I ask for pigs.
Animal,I ask for goats.
Animal,I ask for sheep.
Animal,I ask for donkeys.
Animal,I ask for mules.
Animal,I ask for buffalos.
Animal,I ask for hedgehogs.
Animal,I ask for porcupines.
Animal,I ask for raccoons.
Animal,I ask for kookaburras.
Animal,I ask for magpies.
Animal,I ask for roosters.
Animal,I ask for falcons.
Animal,I ask for caribou.
Animal,I ask for elk.
Animal,I ask for moose.
Animal,I ask for lynxes.
Animal,I ask for ostriches.
Animal,I ask for peacocks.
Animal,I ask for swans.
Animal,I ask for geese.
Animal,I ask for ducks.
Animal,I ask for bison.
Animal,I ask for chameleons.
Animal,I ask for cobras.
Animal,I ask for vultures.
Animal,I ask for hawks.
Animal,I ask for skunks.
Animal,I ask for weasels.
Animal,I ask for walruses.
Animal,I ask for seals.
Animal,I ask for narwhals.
Animal,I ask for platypuses.
Animal,I ask for echidnas.
Animal,I ask for dingoes.
Animal,I ask for hyenas.
Animal,I ask for jaguars.
Animal,I ask for panthersibex.
Animal,I ask for lemurs.
Animal,I ask for marmots.
Animal,I ask for orioles.
Animal,I ask for quails.
Animal,I ask for axolotl.
Animal,I think about cats.
Animal,I think about dogs.
Animal,I think about elephants.
Animal,I think about tigers.
Animal,I think about birds.
Animal,I think about lions.
Animal,I think about giraffes.
Animal,I think about bears.
Animal,I think about wolves.
Animal,I think about dolphins.
Animal,I think about sharks.
Animal,I think about rabbits.
Animal,I think about deer.
Animal,I think about frogs.
Animal,I think about snakes.
Animal,I think about lizards.
Animal,I think about fish.
Animal,I think about whales.
Animal,I think about penguins.
Animal,I think about bees.
Animal,I think about ants.
Animal,I think about butterflies.
Animal,I think about turtles.
Animal,I think about owls.
Animal,I think about squirrels.
Animal,I think about foxes.
Animal,I think about leopards.
Animal,I think about kangaroos.
Animal,I think about zebras.
Animal,I think about rhinoceros.
Animal,I think about hippos.
Animal,I think about cheetahs.
Animal,I think about gorillas.
Animal,I think about monkeys.
Animal,I think about parrots.
Animal,I think about crocodiles.
Animal,I think about alligators.
Animal,I think about eagles.
Animal,I think about stallions.
Animal,I think about pigeons.
Animal,I think about turkeys.
Animal,I think about chickens.
Animal,I think about horses.
Animal,I think about rats.
Animal,I think about mice.
Animal,I think about moths.
Animal,I think about otters.
Animal,I think about octopuses.
Animal,I think about crabs.
Animal,I think about starfish.
Animal,I think about jellyfish.
Animal,I think about seahorses.
Animal,I think about salamanders.
Animal,I think about cicadas.
Animal,I think about locusts.
Animal,I think about spiders.
Animal,I think about cows.
Animal,I think about pigs.
Animal,I think about goats.
Animal,I think about sheep.
Animal,I think about donkeys.
Animal,I think about mules.
Animal,I think about buffalos.
Animal,I think about hedgehogs.
Animal,I think about porcupines.
Animal,I think about raccoons.
Animal,I think about kookaburras.
Animal,I think about magpies.
Animal,I think about roosters.
Animal,I think about falcons.
Animal,I think about caribou.
Animal,I think about elk.
Animal,I think about moose.
Animal,I think about lynxes.
Animal,I think about ostriches.
Animal,I think about peacocks.
Animal,I think about swans.
Animal,I think about geese.
Animal,I think about ducks.
Animal,I think about bison.
Animal,I think about chameleons.
Animal,I think about cobras.
Animal,I think about vultures.
Animal,I think about hawks.
Animal,I think about skunks.
Animal,I think about weasels.
Animal,I think about walruses.
Animal,I think about seals.
Animal,I think about narwhals.
Animal,I think about platypuses.
Animal,I think about echidnas.
Animal,I think about dingoes.
Animal,I think about hyenas.
Animal,I think about jaguars.
Animal,I think about panthersibex.
Animal,I think about lemurs.
Animal,I think about marmots.
Animal,I think about orioles.
Animal,I think about quails.
Animal,I think about axolotl.
Animal,I wonder about cats.
Animal,I wonder about dogs.
Animal,I wonder about elephants.
Animal,I wonder about tigers.
Animal,I wonder about birds.
Animal,I wonder about lions.
Animal,I wonder about giraffes.
Animal,I wonder about bears.
Animal,I wonder about wolves.
Animal,I wonder about dolphins.
Animal,I wonder about sharks.
Animal,I wonder about rabbits.
Animal,I wonder about deer.
Animal,I wonder about frogs.
Animal,I wonder about snakes.
Animal,I wonder about lizards.
Animal,I wonder about fish.
Animal,I wonder about whales.
Animal,I wonder about penguins.
Animal,I wonder about bees.
Animal,I wonder about ants.
Animal,I wonder about butterflies.
Animal,I wonder about turtles.
Animal,I wonder about owls.
Animal,I wonder about squirrels.
Animal,I wonder about foxes.
Animal,I wonder about leopards.
Animal,I wonder about kangaroos.
Animal,I wonder about zebras.
Animal,I wonder about rhinoceros.
Animal,I wonder about hippos.
Animal,I wonder about cheetahs.
Animal,I wonder about gorillas.
Animal,I wonder about monkeys.
Animal,I wonder about parrots.
Animal,I wonder about crocodiles.
Animal,I wonder about alligators.
Animal,I wonder about eagles.
Animal,I wonder about stallions.
Animal,I wonder about pigeons.
Animal,I wonder about turkeys.
Animal,I wonder about chickens.
Animal,I wonder about horses.
Animal,I wonder about rats.
Animal,I wonder about mice.
Animal,I wonder about moths.
Animal,I wonder about otters.
Animal,I wonder about octopuses.
Animal,I wonder about crabs.
Animal,I wonder about starfish.
Animal,I wonder about jellyfish.
Animal,I wonder about seahorses.
Animal,I wonder about salamanders.
Animal,I wonder about cicadas.
Animal,I wonder about locusts.
Animal,I wonder about spiders.
Animal,I wonder about cows.
Animal,I wonder about pigs.
Animal,I wonder about goats.
Animal,I wonder about sheep.
Animal,I wonder about donkeys.
Animal,I wonder about mules.
Animal,I wonder about buffalos.
Animal,I wonder about hedgehogs.
Animal,I wonder about porcupines.
Animal,I wonder about raccoons.
Animal,I wonder about kookaburras.
Animal,I wonder about magpies.
Animal,I wonder about roosters.
Animal,I wonder about falcons.
Animal,I wonder about caribou.
Animal,I wonder about elk.
Animal,I wonder about moose.
Animal,I wonder about lynxes.
Animal,I wonder about ostriches.
Animal,I wonder about peacocks.
Animal,I wonder about swans.
Animal,I wonder about geese.
Animal,I wonder about ducks.
Animal,I wonder about bison.
Animal,I wonder about chameleons.
Animal,I wonder about cobras.
Animal,I wonder about vultures.
Animal,I wonder about hawks.
Animal,I wonder about skunks.
Animal,I wonder about weasels.
Animal,I wonder about walruses.
Animal,I wonder about seals.
Animal,I wonder about narwhals.
Animal,I wonder about platypuses.
Animal,I wonder about echidnas.
Animal,I wonder about dingoes.
Animal,I wonder about hyenas.
Animal,I wonder about jaguars.
Animal,I wonder about panthersibex.
Animal,I wonder about lemurs.
Animal,I wonder about marmots.
Animal,I wonder about orioles.
Animal,I wonder about quails.
Animal,I wonder about axolotl.
Animal,I am interested in cats.
Animal,I am interested in dogs.
Animal,I am interested in elephants.
Animal,I am interested in tigers.
Animal,I am interested in birds.
Animal,I am interested in lions.
Animal,I am interested in giraffes.
Animal,I am interested in bears.
Animal,I am interested in wolves.
Animal,I am interested in dolphins.
Animal,I am interested in sharks.
Animal,I am interested in rabbits.
Animal,I am interested in deer.
Animal,I am interested in frogs.
Animal,I am interested in snakes.
Animal,I am interested in lizards.
Animal,I am interested in fish.
Animal,I am interested in whales.
Animal,I am interested in penguins.
Animal,I am interested in bees.
Animal,I am interested in ants.
Animal,I am interested in butterflies.
Animal,I am interested in turtles.
Animal,I am interested in owls.
Animal,I am interested in squirrels.
Animal,I am interested in foxes.
Animal,I am interested in leopards.
Animal,I am interested in kangaroos.
Animal,I am interested in zebras.
Animal,I am interested in rhinoceros.
Animal,I am interested in hippos.
Animal,I am interested in cheetahs.
Animal,I am interested in gorillas.
Animal,I am interested in monkeys.
Animal,I am interested in parrots.
Animal,I am interested in crocodiles.
Animal,I am interested in alligators.
Animal,I am interested in eagles.
Animal,I am interested in stallions.
Animal,I am interested in pigeons.
Animal,I am interested in turkeys.
Animal,I am interested in chickens.
Animal,I am interested in horses.
Animal,I am interested in rats.
Animal,I am interested in mice.
Animal,I am interested in moths.
Animal,I am interested in otters.
Animal,I am interested in octopuses.
Animal,I am interested in crabs.
Animal,I am interested in starfish.
Animal,I am interested in jellyfish.
Animal,I am interested in seahorses.
Animal,I am interested in salamanders.
Animal,I am interested in cicadas.
Animal,I am interested in locusts.
Animal,I am interested in spiders.
Animal,I am interested in cows.
Animal,I am interested in pigs.
Animal,I am interested in goats.
Animal,I am interested in sheep.
Animal,I am interested in donkeys.
Animal,I am interested in mules.
Animal,I am interested in buffalos.
Animal,I am interested in hedgehogs.
Animal,I am interested in porcupines.
Animal,I am interested in raccoons.
Animal,I am interested in kookaburras.
Animal,I am interested in magpies.
Animal,I am interested in roosters.
Animal,I am interested in falcons.
Animal,I am interested in caribou.
Animal,I am interested in elk.
Animal,I am interested in moose.
Animal,I am interested in lynxes.
Animal,I am interested in ostriches.
Animal,I am interested in peacocks.
Animal,I am interested in swans.
Animal,I am interested in geese.
Animal,I am interested in ducks.
Animal,I am interested in bison.
Animal,I am interested in chameleons.
Animal,I am interested in cobras.
Animal,I am interested in vultures.
Animal,I am interested in hawks.
Animal,I am interested in skunks.
Animal,I am interested in weasels.
Animal,I am interested in walruses.
Animal,I am interested in seals.
Animal,I am interested in narwhals.
Animal,I am interested in platypuses.
Animal,I am interested in echidnas.
Animal,I am interested in dingoes.
Animal,I am interested in hyenas.
Animal,I am interested in jaguars.
Animal,I am interested in panthersibex.
Animal,I am interested in lemurs.
Animal,I am interested in marmots.
Animal,I am interested in orioles.
Animal,I am interested in quails.
Animal,I am interested in axolotl.
Animal,I am keen on cats.
Animal,I am keen on dogs.
Animal,I am keen on elephants.
Animal,I am keen on tigers.
Animal,I am keen on birds.
Animal,I am keen on lions.
Animal,I am keen on giraffes.
Animal,I am keen on bears.
Animal,I am keen on wolves.
Animal,I am keen on dolphins.
Animal,I am keen on sharks.
Animal,I am keen on rabbits.
Animal,I am keen on deer.
Animal,I am keen on frogs.
Animal,I am keen on snakes.
Animal,I am keen on lizards.
Animal,I am keen on fish.
Animal,I am keen on whales.
Animal,I am keen on penguins.
Animal,I am keen on bees.
Animal,I am keen on ants.
Animal,I am keen on butterflies.
Animal,I am keen on turtles.
Animal,I am keen on owls.
Animal,I am keen on squirrels.
Animal,I am keen on foxes.
Animal,I am keen on leopards.
Animal,I am keen on kangaroos.
Animal,I am keen on zebras.
Animal,I am keen on rhinoceros.
Animal,I am keen on hippos.
Animal,I am keen on cheetahs.
Animal,I am keen on gorillas.
Animal,I am keen on monkeys.
Animal,I am keen on parrots.
Animal,I am keen on crocodiles.
Animal,I am keen on alligators.
Animal,I am keen on eagles.
Animal,I am keen on stallions.
Animal,I am keen on pigeons.
Animal,I am keen on turkeys.
Animal,I am keen on chickens.
Animal,I am keen on horses.
Animal,I am keen on rats.
Animal,I am keen on mice.
Animal,I am keen on moths.
Animal,I am keen on otters.
Animal,I am keen on octopuses.
Animal,I am keen on crabs.
Animal,I am keen on starfish.
Animal,I am keen on jellyfish.
Animal,I am keen on seahorses.
Animal,I am keen on salamanders.
Animal,I am keen on cicadas.
Animal,I am keen on locusts.
Animal,I am keen on spiders.
Animal,I am keen on cows.
Animal,I am keen on pigs.
Animal,I am keen on goats.
Animal,I am keen on sheep.
Animal,I am keen on donkeys.
Animal,I am keen on mules.
Animal,I am keen on buffalos.
Animal,I am keen on hedgehogs.
Animal,I am keen on porcupines.
Animal,I am keen on raccoons.
Animal,I am keen on kookaburras.
Animal,I am keen on magpies.
Animal,I am keen on roosters.
Animal,I am keen on falcons.
Animal,I am keen on caribou.
Animal,I am keen on elk.
Animal,I am keen on moose.
Animal,I am keen on lynxes.
Animal,I am keen on ostriches.
Animal,I am keen on peacocks.
Animal,I am keen on swans.
Animal,I am keen on geese.
Animal,I am keen on ducks.
Animal,I am keen on bison.
Animal,I am keen on chameleons.
Animal,I am keen on cobras.
Animal,I am keen on vultures.
Animal,I am keen on hawks.
Animal,I am keen on skunks.
Animal,I am keen on weasels.
Animal,I am keen on walruses.
Animal,I am keen on seals.
Animal,I am keen on narwhals.
Animal,I am keen on platypuses.
Animal,I am keen on echidnas.
Animal,I am keen on dingoes.
Animal,I am keen on hyenas.
Animal,I am keen on jaguars.
Animal,I am keen on panthersibex.
Animal,I am keen on lemurs.
Animal,I am keen on marmots.
Animal,I am keen on orioles.
Animal,I am keen on quails.
Animal,I am keen on axolotl.
Animal,I am fond of cats.
Animal,I am fond of dogs.
Animal,I am fond of elephants.
Animal,I am fond of tigers.
Animal,I am fond of birds.
Animal,I am fond of lions.
Animal,I am fond of giraffes.
Animal,I am fond of bears.
Animal,I am fond of wolves.
Animal,I am fond of dolphins.
Animal,I am fond of sharks.
Animal,I am fond of rabbits.
Animal,I am fond of deer.
Animal,I am fond of frogs.
Animal,I am fond of snakes.
Animal,I am fond of lizards.
Animal,I am fond of fish.
Animal,I am fond of whales.
Animal,I am fond of penguins.
Animal,I am fond of bees.
Animal,I am fond of ants.
Animal,I am fond of butterflies.
Animal,I am fond of turtles.
Animal,I am fond of owls.
Animal,I am fond of squirrels.
Animal,I am fond of foxes.
Animal,I am fond of leopards.
Animal,I am fond of kangaroos.
Animal,I am fond of zebras.
Animal,I am fond of rhinoceros.
Animal,I am fond of hippos.
Animal,I am fond of cheetahs.
Animal,I am fond of gorillas.
Animal,I am fond of monkeys.
Animal,I am fond of parrots.
Animal,I am fond of crocodiles.
Animal,I am fond of alligators.
Animal,I am fond of eagles.
Animal,I am fond of stallions.
Animal,I am fond of pigeons.
Animal,I am fond of turkeys.
Animal,I am fond of chickens.
Animal,I am fond of horses.
Animal,I am fond of rats.
Animal,I am fond of mice.
Animal,I am fond of moths.
Animal,I am fond of otters.
Animal,I am fond of octopuses.
Animal,I am fond of crabs.
Animal,I am fond of starfish.
Animal,I am fond of jellyfish.
Animal,I am fond of seahorses.
Animal,I am fond of salamanders.
Animal,I am fond of cicadas.
Animal,I am fond of locusts.
